id_tin_đăng,URL,Mã tin,Tên xe,Mô tả,Năm sản xuất,Giá (triệu VND),Số Km đã đi,Dung tích động cơ (lít),Tiêu thụ nhiên liệu sạch,Số cửa sạch,Số chỗ ngồi sạch,id_xuất_xứ,id_tình_trạng,id_dòng_xe,id_màu_ngoại_thất,id_màu_nội_thất,id_hệ_thống_nạp,id_hộp_số,id_dẫn_động,id_loại_nhiên_liệu,id_hãng,id_phân_khúc
31,https://bonbanh.com/xe-volvo-xc90-inscription-b6-awd-2023-960975,960975,Xe Volvo XC90 Inscription B6 AWD 2023,"Giao xe sớm - Volvo XC90 B6 Ultimate Bright model 2023 mới nhất - Phiên bản cao cấp nhất toàn cầu.Full option : Hộp số điện tử, cần số Pha lê Orrefors, Hệ âm thanh Bowers & Wilkins danh tiếng ( 1460w, 19 loa + subwoofer)Hệ thống treo khí nén, đèn full LED thông minh. Cửa sổ trời toàn cảnh Panorama , Ghế da Nappa cao cấp, Camera 360, Nội thất ốp gỗ Walnut, điều hòa 4 vùng, Clean zone lọc bụi mịn PM25, headup display...Các tính năng an toàn nhất được trang bị đầy đủ : Hệ thống lái tự động, Bám đuôi và giữ khoảng cách an toàn với xe trước...Vui lòng liên hệ để biết thêm thông tin chi tiết,",2023,4050.0,0.0,2.0,,5.0,7.0,2,1,6,14,10,341,4,3,4,89,605
32,https://bonbanh.com/xe-mercedes_benz-maybach-gls480-2022-1116138,1116138,Xe Mercedes Benz Maybach GLS480 2022,"- 2022 Mercedes-Maybach GLS 480 4MATIC - Siêu Phẩm Xe SUV Siêu Sang 4 Chỗ Ngồi Đẳng Cấp /Xe Nhập Khẩu Chính Hãng, GIÁ BÁN SIÊU TỐT.-Maybach GLS 480 là phiên bản động cơ hợp lý của dòng Maybach GLS600, với đầy đủ tiện nghi và tính năng cùng khoảng nội thất thượng hạng của người anh GLS600.- Giá xe trên là Giá Bán Tại Thời điểm Tháng 6 năm 2022, đã bao gồm thuế VAT, Và giá xe có thể được điều chỉnh trong trường hợp thay đổi chính sách Thuế của chính phủ (nếu có)/các Option đặt thêm/ đi kèm tại thời điểm bàn giao.",2022,8679.0,0.0,2.0,15.0,5.0,4.0,2,1,6,16,16,487,4,3,4,58,374
33,https://bonbanh.com/xe-toyota-innova-venturer-2.0-at-2022-1126086,1126086,Xe Toyota Innova Venturer 2.0 AT 2022,"Toyota Innova 2.0 Venturer- Chương trình khuyến mãi hot nhất trong tháng. Liên hệ để được báo giá tốt nhất - Hỗ trợ trả góp lãi suất ưu đãi 0.58%/tháng, thủ tục nhanh chóng- Hỗ trợ tư vấn lắp đặt phụ kiện: Ghế da, Dán phim cách nhiệt, Phủ gầm chống rỉ, Camera hành trình trước sau,...***Trang bị màn hình cảm ứng kích thước 7 inch. Hệ thống thông tin-giải trí với các kết nối thông dụng và một đầu DVD, mắt camera de , hệ thống âm thanh 6 loa, ghế ngồi chỉnh cơ, 7 túi khí, cân bằng điện tử, chống bó cứng phanh ABS,...",2022,885.0,0.0,2.0,,5.0,8.0,1,1,4,17,10,341,4,6,4,83,543
34,https://bonbanh.com/xe-toyota-innova-e-2.0-mt-2023-1168135,1168135,Xe Toyota Innova E 2.0 MT 2023,"Bán xe Toyota INNOVA- Hỗ trợ gói Lệ phí trước bạ - Xe đủ màu, có sẵn giao ngay- Hỗ trợ trả góp toàn quốc lãi suất ưu đãi- Liên hệ để biết thêm thông tin chương trình khuyến mãi trong tháng***Thông số kỹ thuật- Động cơ 2.0L máy Xăng, số sàn 5 cấp, 4 xy lanh thẳng hàng- Ghế nỉ cao cấp, khoang hành khách rộng rãi, gầm xe cao.- Hệ thống lạnh, âm thanh DVD 1 đĩa, 6 loa.- Hệ thống an toàn : ABS, AB, EBD …7 túi khí trước. Cảm biến góc, cám biến lùi phía sau.",2023,715.0,0.0,2.0,,5.0,8.0,1,1,4,4,16,341,3,6,4,83,543
35,https://bonbanh.com/xe-suzuki-super_carry_truck-thung-canh-doi-2023-1185796,1185796,Xe Suzuki Super Carry Truck Thùng cánh dơi 2023,"Suzuki Carry Truck 495kg thùng cánh dơi - ƯU ĐÃI LỚN trong tháng bằng tiền mặt và phụ kiện chính hãng- Hỗ trợ trả góp tối đa, lãi suất ưu đãi, thủ tục nhanh gọn - Xe đủ màu, giao ngay tận nơi- Tư vấn tận tâm - Nhanh tay liên hệ ngay để nhận được ưu đãi hấp dẫn nhất từ đại lý!!! ---- Động cơ xăng F10A , 4 xylanh thẳng hàng,MPI- Dung tích xy lanh: 970 cc.- Kích thước (DxRxC): 3.240x 1.390 x 1.765mm.- Hộp số: MT 5 cấp- Số chỗ ngồi: 2 chỗ- Tải trọng hàng hóa : 495 kg- Thùng Cánh dơi được đóng độc quyền tại Suzuki Đại Việt theo bản vẽ và tiêu chuẩn của cục đăng kiểm Việt Nam.+ Vách ngoài: Composite/Alu/Tole+ Khung kẽm + Vách trong: Tôn tráng kẽm + mốt cách nhiệt- Thùng xe bảo hành 1 năm.- Chế độ bảo hành, bảo dưỡng chính hãng.",2023,285.0,0.0,1.0,7.0,2.0,2.0,1,1,8,11,16,341,3,6,4,78,505
36,https://bonbanh.com/xe-daewoo-novus-tron-be-tong-2022-1210562,1210562,Xe Daewoo Novus Trộn Bê Tông 2022,"Tổng Cty Nhập khẩu-Bảo Hành xe DAEWOO duy nhất tại VN, chuyên bán dòng xe BỒN TRỘN BÊ TÔNG Daewoo Cao Cấp ,nhập khẩu nguyên chiếc Hàn Quốc 2022 :-Bồn Trộn: 8Khối-Động cơ: 380ps, Turbo tăng áp =>Mạnh mẽ, bền bỉ, lợi dầu-Bảo hành 3 năm và cung cấp phụ tùng chính hãng-Trang bị tiện nghi cao cấp:Máy lạnh, kính chỉnh điện, chìa khóa thông minh, nâng cabin bằng điện=>LH GIÁ LUÔN TỐT NHẤT- Hỗ trợ đang ký-đăng kiểm, giao xe tận nhà- Xe có sẵn Giao Ngay=> Chỉ Trả Trước 20% Nhận xe ngay, lãi suất ưu đãi ,thủ tục nhanh gọn*Giá trên chưa thuế Vat!",2022,1900.0,0.0,,,2.0,3.0,2,1,8,11,6,566,3,6,1,19,98
37,https://bonbanh.com/xe-volvo-v60-cross-country-b5-awd-2023-1247739,1247739,Xe Volvo V60 Cross Country B5 AWD 2023,"Volvo V60 B5 AWD Cross Country mới 2023 nhập Thụy Điển. Dòng xe bán Top 1 tại thị trường Châu Âu, là lựa chọn số 1 của những người năng động, yêu thích phiêu lưu khám phá. V60 được đánh giá cao về vận hành và tiện nghi của thương hiệu Volvo.Cảm giác lái êm ái,khoang chứa hành lý dung tích lớn 658 lít tiện lợi.Full tính năng cao cấp : Cần số Pha lê Orrefors,Hệ thống loa Bowers&Wilkins cao cấp, Ghế da nappa sấy sưởi thông gió, điều hòa 4 vùng, cửa sổ trời Panoramic. ốp gỗ nội thất... Xe trang bị đầy đủ tất cả tính năng an toàn danh tiếng của Volvo.Vui lòng liên hệ để biết thêm thông tin.",2023,2690.0,0.0,2.0,,5.0,5.0,2,1,6,17,16,341,4,3,4,89,602
38,https://bonbanh.com/xe-hino-500_series-maximus-10-tan-2022-1280936,1280936,Xe Hino 500 Series Maximus 10 Tấn 2022,"Xe Tải Daewoo Maximus 10T Nhập Khẩu 2022 Hàn Quốc-TRẢ TRƯỚC 299 Triệu nhận xe ngay- Kích thước thùng siêu dài (dxrxc)m: 8,8 x 2,4 x 2,2- Động cơ: Doosan bền bỉ, LỢI DẦU- Công suất: 220ps- Tải trọng: 10t- Trang bị tiện nghi cao cấp: Máy lạnh, kính chỉnh điện,chìa khóa thông minh-Cung cấp phụ tùng chính hãng Daewoo---=>KHUYẾN MÃI LỚN KHI MUA XE- Bank hỗ trợ đến 85-90% giá trị xe, ls ưu đãi -thủ tục nhanh gọn - Hỗ trợ đăng ký-đăng kiểm-Giao xe tận nơi- XE CÓ SẴN GIAO NGAY-Đóng THÙNG theo yêu cầu: Inox- BỬNG NHÔM- Kín- Đông Lạnh -Gắn Cẩu- Bửng Nâng - Bồn Xăng Dầu=>CAM KẾT GIÁ TỐT 1",2022,1255.0,0.0,,,2.0,3.0,2,1,8,11,6,341,3,6,1,33,154
39,https://bonbanh.com/xe-mercedes_benz-gls-450-4matic-2022-1342584,1342584,Xe Mercedes Benz GLS 450 4Matic 2022,"- New Model 2022 Mercedes-Benz GLS 450 4MATIC - Nhập khẩu từ USA / Dòng SUV 7 chỗ Đẳng Cấp Danh Tiếng Hàng Đầu của Mercedes-Benz - Vài Màu Xe Giao Ngay -> Liên hệ trực Tiếp. - Giá xe là Giá Bán Tại Thời điểm trong năm 2021, đã bao gồm thuế VAT, Và giá xe có thể được điều chỉnh trong trường hợp thay đổi chính sách Thuế của chính phủ (nếu có)/Option đặt thêm/ đi kèm tại thời điểm xe về để bàn giao). Giá trên chưa bao gồm thuế trước bạ và chi phí liên quan.-Full Option: Đèn Multibeam LED, Mâm 21-in, Động cơ 3.0-367Hp, Cam 360, Đá cốp, Loa Burmester",2022,5309.0,0.0,3.0,16.0,5.0,7.0,2,1,6,16,6,411,4,3,4,58,366
40,https://bonbanh.com/xe-mercedes_benz-c_class-c200-avantgarde-2022-1342730,1342730,Xe Mercedes Benz C class C200 Avantgarde 2022,"✓ New Mercedes-Benz C200 V1/ PHIÊN BẢN MỚI 2023 Dòng Xe 5 Chỗ Ngồi Cao cấp, đứng đầu trong phân khúc - BÁN TRẢ GÓP - XE GIAO NGAY – Bank hỗ trợ 80% - Hồ Sơ Nhanh gọn! LH Ngay✓Liên hệ trực tiếp để được tư vấn chi tiết: Mr Minh Le✓Full Option: Cam Lùi - Mâm 17-in Mới, Động cơ Mới 1.5-204Hp, Nội thất Da cao cấp, Đèn FullLED, Loa Cao cấp, Hệ thống lọc không khí cao cấp...✓ Giá bán đã bao gồm thuế VAT-chưa bao gồm thuế Trước bạ và chi phí liên quan.",2022,1709.0,0.0,1.5,8.0,4.0,5.0,1,1,7,16,16,416,4,6,4,58,348
41,https://bonbanh.com/xe-mercedes_benz-v_class-v250-amg-2022-1343488,1343488,Xe Mercedes Benz V class V250 AMG 2022,"✓2021 Mercedes-Benz V250 AMG - XE NHẬP KHẨU - Mẫu xe 6 chỗ Limousine Tiện nghi Sang trọng Đầu bảng.✓Liên hệ trực tiếp để tư vấn và đặt xe V250 AMG: -Mr Minh Le.✓ Full Option: Hộp số 9 cấp, Đèn Full-LED, Mâm AMG 19-in, 2 ghế Massage, TỦ LẠNH, Động cơ 2.0-211Hp, Nội thất da cao cấp, Loa Burmester, Camera 360,...✓Giá bán đã bao gồm thuế VAT-chưa bao gồm thuế Trước bạ và chi phí liên quan - Hỗ trợ tài chính qua Bank đến 80 % giá trị xe với lãi suất hấp dẫn. (Vui lòng gọi để biết thêm chi tiết).",2022,3669.0,0.0,2.0,15.0,5.0,6.0,2,1,9,16,16,416,4,6,4,58,383
42,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2022-1343600,1343600,Xe Mercedes Benz GLC 300 4Matic 2022,"- Sở hữu xe SUV đầu bảng MERCEDES -BENZ GLC 300 4Matic new 2022, Trả trước 506 triệu, Góp tối đa 8 năm. Liên Hệ Để Được Tư Vấn.✓New Mercdes Benz GLC 300 AMG New / Dòng Xe SUV 5 Chỗ Ngồi Cao cấp, Đầu bảng trong phân khúc - TRẢ TRƯỚC 506 TRIỆU - GÓP 8 NĂM - Đủ Màu Giao Ngay – Bank hỗ trợ 80%.✓FULL Option: Cam360-Mâm 19-in AMG, Động cơ 2.0-258Hp, Nội thất Da cao cấp, Đèn MultibeamLED, 13 Loa Bumester Xịn xò...✓ Giá bán đã bao gồm thuế VAT-chưa bao gồm thuế Trước bạ và chi phí liên quan.",2022,2639.0,0.0,2.0,10.0,4.0,5.0,1,1,6,11,10,411,4,3,4,58,363
43,https://bonbanh.com/xe-mercedes_benz-maybach-s450--2022-1343791,1343791,Xe Mercedes Benz Maybach S450 2022,"- 2022 Mercedes-Maybach S450 4MATIC - Siêu Phẩm Xe Limousine Siêu Sang 4 Chỗ Ngồi Đẳng Cấp /Xe Nhập Khẩu Chính Hãng. Liên Hệ Đặt Xe Giao Sớm.- Maybach S450 2022 là phiên bản động cơ hợp lý của dòng Maybach S680 (V12), với đầy đủ tiện nghi và tính năng cùng khoảng nội thất thượng hạng của người anh S680 Maybach.- Giá xe trên là Giá Bán Tại Thời điểm Tháng 6 năm 2022, đã bao gồm thuế VAT. Và giá xe có thể được điều chỉnh trong trường hợp thay đổi chính sách Thuế của chính phủ (nếu có)/các Option đặt thêm/ đi kèm tại thời điểm bàn giao",2022,8199.0,0.0,2.0,15.0,4.0,4.0,2,1,7,16,6,411,4,3,4,58,374
44,https://bonbanh.com/xe-mercedes_benz-s_class-s450-luxury-2022-1347208,1347208,Xe Mercedes Benz S class S450 Luxury 2022,"- 2023 Mercedes-Benz S450 Luxury 4MATIC - Xe Sang Đầu Bảng, Nhập Khẩu Chính Hãng- Giá Bán Tốt Nhất Phân Khúc. Đặt Xe Ngay Hôm Nay! Liên hệ để được báo giá chi tiết.- Giá xe bên trên đã bao gồm thuế VAT - (Giá xe có thể thay đổi liên quan đến các chính sách thuế/Option đặt thêm/ đi kèm tại thời điểm xe về để bàn giao). - Full Option: Đèn MULTIBEAM LED, Mâm 20-in, động cơ i6-3.0-367HP, nội thất da Nappa cao cấp, Loa Burmester Hi-End, Camera360, dẫn động 4 bánh 4MATIC",2022,5559.0,0.0,3.0,15.0,4.0,5.0,2,1,7,16,10,748,4,6,4,58,377
45,https://bonbanh.com/xe-mazda-3-1.5l-premium-2023-1393396,1393396,Xe Mazda 3 1.5L Premium 2023,"-Hệ thống đèn tự động HBC-Màn hình DVD 8.8 inch, MP3, Radio-Điều hòa trước sau-Ghế chỉnh điện-Cảm biến trước sau-7 Túi Khí-Màn hình hiển thị tốc độ trên kính lái HUD-Hệ thống hỗ trợ phanh thông minh-Hệ thống cảnh báo điểm mù trên gương chiếu hậu-Hệ thống giữ làn đường-Hệ thống an toàn: ABS, EBD, BA, DSC, TCS, HLA-Hệ thống Kiểm soát gia tốc, tự động khóa cửa-Lẫy chuyển số + gương chống chói*Đặc biệt ""có xe giao ngay""*Hỗ trợ trả góp lãi suất ưu đãi, thời gian lên tới 8 năm, duyệt nhanh chóng, đơn giản.*Hỗ trợ lái thử xe, ký hợp đồng, giao xe miễn phí tận nhà",2023,734.0,0.0,1.5,6.0,4.0,5.0,1,1,7,15,16,491,4,4,4,55,323
46,https://bonbanh.com/xe-mazda-3-1.5l-deluxe-2023-1393417,1393417,Xe Mazda 3 1.5L Deluxe 2023,"Mazda 3 2022- Hệ thống đèn tự động- Màn hình DVD 8.8 inch, MP3, Radio- Điều hòa trước sau- Gương chiếu hậu gập điện tự động.- Camera lùi- 7 Túi Khí- Hệ thống an toàn: ABS, EBD, BA, DSC, TCS, HLA- Hệ thống Kiểm soát gia tốc, tự động khóa cửa*Đặc biệt ""có xe giao ngay""*Hỗ trợ trả góp lãi suất ưu đãi, thời gian lên tới 8 năm, duyệt nhanh chóng, đơn giản.*Hỗ trợ lái thử xe, ký hợp đồng, giao xe miễn phí tận nhà..",2023,604.0,0.0,1.5,6.0,4.0,5.0,1,1,7,17,16,491,4,4,4,55,323
47,https://bonbanh.com/xe-mazda-3-1.5l-sport-premium-2023-1394005,1394005,Xe Mazda 3 1.5L Sport Premium 2023,"-Hệ thống đèn tự động HBC-Màn hình DVD 8.8 inch, MP3, Radio-Điều hòa trước sau-Ghế chỉnh điện-Cảm biến trước sau-7 Túi Khí-Màn hình hiển thị tốc độ trên kính lái HUD-Hệ thống hỗ trợ phanh thông minh-Hệ thống cảnh báo điểm mù trên gương chiếu hậu-Hệ thống giữ làn đường-Hệ thống an toàn: ABS, EBD, BA, DSC, TCS, HLA-Hệ thống Kiểm soát gia tốc, tự động khóa cửa-Lẫy chuyển số + gương chống chói*Đặc biệt ""có xe giao ngay""*Hỗ trợ trả góp lãi suất ưu đãi, thời gian lên tới 8 năm, duyệt nhanh chóng, đơn giản.*Hỗ trợ lái thử xe, ký hợp đồng, giao xe miễn phí tận nhà",2023,719.0,0.0,1.5,6.0,5.0,5.0,1,1,5,17,16,491,4,4,4,55,323
48,https://bonbanh.com/xe-hyundai-accent-1.4-mt-2023-1429536,1429536,Xe Hyundai Accent 1.4 MT 2023,"Hyundai Accent 1.4MTGIẢM TIỀN MẶT 50TR++Chỉ cần trả trước 110tr, còn lại hỗ trợ vay NH lãi suất thấpTẶNG Film cách nhiệt, trải sàn, camera hành trình, bộ phụ kiện (khăn lau xe, che nắng, nước hoa cao cấp, bao da tay lái, bao da sổ bảo dưỡng, bình chửa cháy...)Xe có sẵn giao ngay, đủ màu, hỗ trợ trả góp ngân hàng lãi suất ưu đãi✓ Xe có đủ màu lựa chọn (trắng , đen, đỏ, xanh dương, vàng cát, bạc)✓ Hỗ trợ ngân hàng 85% giá trị xe , giúp việc sở hữu xe ô tô trở nên dễ dàng hơn✓ Thủ tục đơn giản – lãi suất thấp- duyệt nhanh trong ngày.✓ Hỗ trợ lái thử, tư vấn, nhận báo giá tại nhà.",2023,425.0,0.0,2.0,5.0,4.0,5.0,1,1,7,16,4,491,3,4,4,37,170
49,https://bonbanh.com/xe-hyundai-santafe-cao-cap-2.5l-htrac-2023-1429547,1429547,Xe Hyundai SantaFe Cao cấp 2.5L HTRAC 2023,"SantaFe New 2023. Có hỗ trợ vay trả góp ngân hàng, chỉ cần 372tr trả trước là sở hữu chiếc xe Santa Fe new 2023.Liên hệ đặt hàng ngay để nhận ưu đãi, được trang bị hệ thống khung gầm hoàn toàn mới N-Platform, đồng thời thiết kế theo xu hướng lớn hơn, mạnh mẽ hơn và sang trọng hơn. Cụ thể, xe có kích thước Dài x Rộng x Cao lần lượt là 4.785 x 1.900 x 1.730 (mm), , Chiều dài cơ sở của xe được giữ ở mức 2.765mm; đem đến một không gian rộng rãi hơn cho hành khách. Xe sở hữu khoảng sáng gầm xe đạt 185mm, góc tiếp cận trước đạt 18,5 độ và góc thoát sau đạt 21,2 độ...",2023,1200.0,0.0,2.5,6.0,5.0,7.0,1,1,6,16,10,491,4,3,4,37,196
50,https://bonbanh.com/xe-hyundai-tucson-2.0-at-tieu-chuan-2022-1429562,1429562,Xe Hyundai Tucson 2.0 AT Tiêu chuẩn 2022,"TUCSON NEW - BẢN TIÊU CHUẨNHỗ trợ vay NH ls thấp, trả trước 160tr Với diện mạo mới về thiết kế mang tính bức phá, được đánh giá là mẫu xe bán chạy nhất trong phân khúc xe gầm cao tại thị trường Việt Nam.Thông số kỹ thuật về xe: Kích thước tổng thể (D x R x C): 4630 x 1865 x 1695mmChiều dài cơ sở xe là 2755mmKhoảng sáng khung gầm xe: 18,1cmĐược trang bị Động Cơ SmartStream 2.0L.Được trang bị 19 tính năng an toàn, yên tâm trong quá trình sử dụng.Hỗ trợ chứng minh thu nhậpHỗ trợ vay tối đa 85%, chỉ cần 160tr trả trước là nhận xe ngayCÁC MÀU XE GIAO NGAY: TRẮNG, ĐEN, ĐỎ, BẠC, CÁT...",2022,792.0,0.0,2.0,5.0,5.0,5.0,1,1,4,11,16,541,4,4,4,37,204
51,https://bonbanh.com/xe-hyundai-stargazer-dac-biet-1.5-at-2022-1429579,1429579,Xe Hyundai Stargazer Đặc biệt 1.5 AT 2022,"Hyundai Stargazer 2023 xe sẵn, giao ngay! Hỗ trợ vay 85% giá trị xeMẫu xe được định vị nằm trong phân khúc MPV 7 chỗ cỡ nhỏ, với kích thước tổng thể dài x rộng x cao lần lượt là 4.460 x 1.780 x 1.695 mm, chiều dài cơ sở 2.780 mm, Nổi bật ở trung tâm là màn hình cảm ứng đặt nổi 8 inch, cụm đồng hồ dạng LCD 3,5 inch,. Ngoài ra, xe còn được trang bị hệ thống đèn trang trí nội thất, sạc không dây chuẩn Qi, cổng USB và cửa gió điều hoà trên trần cho khoang ghế sau. - Trang bị an toàn Hyundai SmartSense bao gồm tính năng như hỗ trợ tránh va chạm trước, hỗ trợ giữ làn, cảnh báo điểm mù..",2022,548.0,0.0,1.5,5.0,5.0,7.0,2,1,9,11,16,491,4,4,4,37,201
52,https://bonbanh.com/xe-hyundai-creta-tieu-chuan-1.5-at-2022-1429653,1429653,Xe Hyundai Creta Tiêu chuẩn 1.5 AT 2022,"Phiên bản 2022 của Hyundai Creta, được mệnh danh là ""tiểu Tucson"" vì kiểu dáng bên ngoài của hai mẫu xe na ná nhau, với lưới tản nhiệt màu đen, đèn định vị LED dạng ẩn. Đèn pha đặt thấp. So với Tucson, Hyundai Creta 2022 vuông vức hơn.Kích thước dài x rộng x cao lần lượt là 4.315 x 1.790 x 1.630 mm, trục cơ sở 2.610 mm và nặng 1.165 kg. Lốp mặc định là loại 215/60, đi kèm bộ mâm hợp kim 17 inch.",2022,567.0,0.0,1.5,5.0,5.0,5.0,2,1,4,11,16,491,4,4,4,37,174
53,https://bonbanh.com/xe-hyundai-i10-1.2-at-2023-1464997,1464997,Xe Hyundai i10 1.2 AT 2023,"Grand i10 5 cửa số tự động 1.2 AT- NHIỀU MÀU- Có trả góp NH 80%. Chỉ 130tr- BH hãng 5 năm/100.00kmKích thước(DxRxC)mm: 3.765 x 1.660 x 1.520,C/dài cơ sở: 2.425,Khoảng sáng gầm(mm): 167, Động cơ/hộp số: Kappa 1.25L, 1.248 cc. C Suất: 87/6000 (ps/rpm), Mô men xoắn:12.2/4000 (kgm/rpm). Hộp số/truyền động: 4AT/2WD, Hệ thống treo trước/sau:độc lập/Thanh xoắnTrang bị: Smartkey + start stop, cửa sổ tự động, điều khiển âm thanh trên vô lăng, bluetooth, 6 loa, điều hòa, túi khí 2, phanh ABS, màng hình AVN 8 in, camera, hệ thống chống trộm – Immobilizer, đèn led, mâm đúc, gương hậu chỉnh, gập điên",2023,411.0,0.0,1.25,4.0,5.0,5.0,1,1,5,11,9,491,4,4,4,37,213
54,https://bonbanh.com/xe-hyundai-elantra-1.6-at-dac-biet-2022-1465025,1465025,Xe Hyundai Elantra 1.6 AT Đặc biệt 2022,"Hyundai Elantra thế hệ mới 2023- Sẵn xe nhiều phiên bản, nhiều màu giao ngay, giá cực kì ưu đãi.- Hỗ trợ vay lên đến 85% giá trị xe KHÔNG cần chứng minh thu nhập, thủ tục duyệt hồ sơ nhanh gọn, thời gian vay lên đến 8 năm- Liên hệ ngay để biết thêm chi tiết",2022,620.0,0.0,1.6,5.0,4.0,5.0,1,1,7,17,16,491,4,4,4,37,176
